Region Name,FBN,CloudForge NHO,CloudForge PFHO,CloudForge  Change Freeze,CloudForge NEA,Build Status,Cluster,AZ,Site,Build Type ID,Build ID,CloudForge NBD,Snapshot Day,Build Type,CloudForge Due Date,DataWare House Update Date
EMEA,DUB052INFP33,6/14/2019 12:00,,,,PENDING_PIRP,DUB,DUB8,DUB52,INF,DUB052INFP33.001,1/1/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-WEST,OSU062CONP22,11/13/2020 12:00,11/13/2020 12:00,,11/13/2020 12:00,PIRPED,OSU,OSU62,OSU62,CON,OSU062CONP22.001,3/23/2020 12:00,8/16/2020,Conversion Build,6/11/2020,8/17/2020
US-EAST,IAD032INFP09,12/7/2020 12:00,12/7/2020 12:00,,12/7/2020 12:00,PIRPED,IAD,IAD6,IAD32,INF,IAD032INFP09.001,1/31/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD081INFP04,9/11/2020 12:00,9/11/2020 12:00,,8/14/2020 12:00,PIRPED,IAD,IAD62,IAD81,INF,IAD081INFP04.001,9/30/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,FRA056COLP13,7/3/2020 12:00,6/8/2020 12:00,3/9/2020 12:00,5/15/2020 12:00,TRIGGERED,FRA,FRA52,FRA56,COL,FRA056COLP13.001,7/20/2020 12:00,8/16/2020,Colo Room Build,1/31/2020,8/17/2020
US-EAST,IAD060RWKP02,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD60,RWK,IAD060RWKP02.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD032RWKO01,8/20/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD32,RWK,IAD032RWKO01.001,6/6/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD096CONP01,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD96,CON,IAD096CONP01.001,11/25/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD032RWKO02,8/20/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD32,RWK,IAD032RWKO02.001,6/6/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB060INFP10,12/18/2020 12:00,12/18/2020 12:00,,12/18/2020 12:00,PIRPED,DUB,DUB8,DUB60,INF,DUB060INFP10.001,8/16/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,FRA061COLP03,12/15/2020 12:00,12/1/2020 12:00,9/1/2020 12:00,11/2/2020 12:00,TRIGGERED,FRA,FRA54,FRA61,COL,FRA061COLP03.001,9/21/2020 12:00,8/16/2020,Colo Room Build,11/10/2020,8/17/2020
US-WEST,SFO011INFP04,11/15/2019 12:00,11/15/2019 12:00,,11/15/2019 12:00,PIRPED,SFO,SFO9,SFO11,INF,SFO011INFP04.001,9/2/2019 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD118ROMP03,8/24/2020 12:00,8/10/2020 12:00,5/11/2020 12:00,7/13/2020 12:00,TRIGGERED,IAD,IAD6,IAD118,ROM,IAD118ROMP03.001,8/10/2020 12:00,8/16/2020,Room Build,8/7/2020,8/17/2020
US-EAST,IAD055RWKJ07,10/14/2020 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKJ07.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD052RWKN04,11/4/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD52,RWK,IAD052RWKN04.001,8/21/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,YUL063COLP03,12/15/2020 12:00,12/1/2020 12:00,9/1/2020 12:00,11/2/2020 12:00,TRIGGERED,YUL,YUL50,YUL63,COL,YUL063COLP03.001,8/10/2020 12:00,8/16/2020,Colo Room Build,8/20/2020,8/17/2020
APJC,NRT012RWKP22,8/31/2020 12:00,,,,PENDING_PIRP,NRT,NRT12,NRT12,RWK,NRT012RWKP22.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,ICN056CONP20,11/9/2020 12:00,,,,PENDING_PIRP,ICN,ICN52,ICN56,CON,ICN056CONP20.001,4/22/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,HIO090COLP01,1/1/2020 12:00,,9/11/2019 12:00,,PENDING_PIRP,HIO,HIO90,HIO90,COL,HIO090COLP01.001,1/1/2020 12:00,8/16/2020,Colo Room Build,,8/17/2020
US-EAST,IAD057RWKP03,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD57,RWK,IAD057RWKP03.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD052CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD52,CON,IAD052CONP20.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,PDX062CONP01,11/9/2020 12:00,,,,PENDING_PIRP,PDX,PDX1,PDX62,CON,PDX062CONP01.001,11/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
APJC,NRT020INFP19,10/2/2020 12:00,10/2/2020 12:00,,10/2/2020 12:00,PIRPED,NRT,NRT8,NRT20,INF,NRT020INFP19.001,11/24/2019 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD010RWKL02,5/7/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD10,RWK,IAD010RWKL02.001,2/22/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,PDX004RWKP91,11/1/2020 12:00,,,,PIRPED,PDX,PDX4,PDX4,RWK,PDX004RWKP91.001,11/1/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,SFO009RWKL199,9/30/2020 12:00,,,,TRIGGERED,SFO,SFO9,SFO9,RWK,SFO009RWKL199.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD131ROMP06,10/19/2020 12:00,10/5/2020 12:00,7/6/2020 12:00,8/31/2020 12:00,TRIGGERED,IAD,IAD7,IAD131,ROM,IAD131ROMP06.001,8/10/2020 12:00,8/16/2020,Room Build,9/13/2020,8/17/2020
US-EAST,IAD055RWKN08,12/10/2020 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKN08.001,9/26/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD012CONP21,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD12,CON,IAD012CONP21.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
EMEA,DUB058ROMP01,9/23/2020 12:00,9/7/2020 12:00,5/25/2020 12:00,7/10/2020 12:00,TRIGGERED,DUB,DUB8,DUB58,ROM,DUB058ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,11/18/2019,8/17/2020
EMEA,DUB008RWKO05,12/9/2020 12:00,,,,TRIGGERED,DUB,DUB8,DUB8,RWK,DUB008RWKO05.001,9/25/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,SFO009INFP10,12/31/2020 12:00,12/31/2020 12:00,,12/2/2019 12:00,PIRPED,SFO,SFO9,SFO9,INF,SFO009INFP10.001,8/13/2019 12:00,8/16/2020,Infill Build,2/8/2021,8/17/2020
US-WEST,PDX004RWKN01,8/26/2020 12:00,,,,TRIGGERED,PDX,PDX4,PDX4,RWK,PDX004RWKN01.001,6/12/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,CMH054CONP02,8/29/2019 12:00,,,,PIRPED,CMH,CMH51,CMH54,CON,CMH054CONP02.001,8/29/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,CMH056ROMP01,9/17/2020 12:00,7/14/2020 12:00,3/31/2020 12:00,6/3/2020 12:00,TRIGGERED,CMH,CMH50,CMH56,ROM,CMH056ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,5/1/2020,8/17/2020
APJC,SYD052INFP24,8/12/2020 12:00,8/12/2020 12:00,,7/8/2020 12:00,TRIGGERED,SYD,SYD52,SYD52,INF,SYD052INFP24.001,7/17/2020 12:00,8/16/2020,Infill Build,12/30/2020,8/17/2020
US-EAST,IAD062RWKP01,5/19/2020 12:00,,,,PENDING_PIRP,IAD,IAD62,IAD62,RWK,IAD062RWKP01.001,5/19/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,BJS020RWKP04,8/7/2020 12:00,,,,PENDING_PIRP,BJS,BJS20,BJS20,RWK,BJS020RWKP04.001,8/7/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,MXP063COLP03,9/7/2020 12:00,8/24/2020 12:00,5/25/2020 12:00,7/17/2020 12:00,TRIGGERED,MXP,MXP60,MXP63,COL,MXP063COLP03.001,10/5/2020 12:00,8/16/2020,Colo Room Build,1/26/2021,8/17/2020
EMEA,DUB009RWKP91,8/31/2020 12:00,,,,PENDING_PIRP,DUB,DUB2,DUB9,RWK,DUB009RWKP91.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,ZHY052ROMP04,9/4/2020 12:00,7/31/2020 12:00,5/1/2020 12:00,7/17/2020 12:00,TRIGGERED,ZHY,ZHY52,ZHY52,ROM,ZHY052ROMP04.001,8/10/2020 12:00,8/16/2020,Room Build,9/4/2020,8/17/2020
US-EAST,IAD090CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD90,CON,IAD090CONP20.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD091CONP05,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD91,CON,IAD091CONP05.001,5/31/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD014RWKO04,10/28/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD14,RWK,IAD014RWKO04.001,8/14/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,GRU061INFP01,4/20/2020 12:00,7/20/2020 12:00,,4/20/2020 12:00,PIRPED,GRU,GRU4,GRU61,INF,GRU061INFP01.001,5/1/2020 12:00,8/16/2020,Infill Build,12/17/2020,8/17/2020
APJC,BOM061COLP01,11/27/2020 12:00,10/30/2020 12:00,7/10/2020 12:00,10/2/2020 12:00,TRIGGERED,BOM,BOM54,BOM61,COL,BOM061COLP01.001,8/24/2020 12:00,8/16/2020,Colo Room Build,2/15/2021,8/17/2020
EMEA,DUB009CONP27,12/23/2020 12:00,12/23/2020 12:00,,12/16/2020 12:00,PIRPED,DUB,DUB2,DUB9,CON,DUB009CONP27.001,12/31/2020 12:00,8/16/2020,Conversion Build,10/8/2020,8/17/2020
US-WEST,PDX066ROMP04,11/23/2020 12:00,11/9/2020 12:00,8/10/2020 12:00,10/12/2020 12:00,TRIGGERED,PDX,PDX1,PDX66,ROM,PDX066ROMP04.001,8/10/2020 12:00,8/16/2020,Room Build,9/15/2020,8/17/2020
APJC,BOM053COLP09,10/5/2020 12:00,9/21/2020 12:00,6/22/2020 12:00,8/24/2020 12:00,TRIGGERED,BOM,BOM53,BOM53,COL,BOM053COLP09.001,8/10/2020 12:00,8/16/2020,Colo Room Build,1/6/2020,8/17/2020
APJC,BOM053COLP10,11/16/2020 12:00,10/5/2020 12:00,7/6/2020 12:00,9/7/2020 12:00,TRIGGERED,BOM,BOM53,BOM53,COL,BOM053COLP10.001,8/10/2020 12:00,8/16/2020,Colo Room Build,10/6/2020,8/17/2020
US-EAST,IAD118ROMP08,10/19/2020 12:00,10/5/2020 12:00,7/6/2020 12:00,9/7/2020 12:00,TRIGGERED,IAD,IAD6,IAD118,ROM,IAD118ROMP08.001,8/10/2020 12:00,8/16/2020,Room Build,8/18/2020,8/17/2020
US-EAST,IAD057RWKP04,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD57,RWK,IAD057RWKP04.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB008INRP02,9/4/2020 12:00,9/4/2020 12:00,,9/4/2020 12:00,PIRPED,DUB,DUB8,DUB8,INR,DUB008INRP02.001,5/1/2020 12:00,8/16/2020,End of row infills,,8/17/2020
US-WEST,GRU060INFP01,8/31/2020 12:00,9/4/2020 12:00,,9/4/2020 12:00,PIRPED,GRU,GRU4,GRU60,INF,GRU060INFP01.001,11/30/2020 12:00,8/16/2020,Infill Build,1/20/2021,8/17/2020
US-EAST,IAD055RWKI03,8/11/2019 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKI03.001,3/29/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD114INFP07,9/11/2020 12:00,,,,PIRPED,IAD,IAD6,IAD114,INF,IAD114INFP07.001,8/14/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-EAST,IAD011INFP13,9/11/2020 12:00,9/11/2020 12:00,,9/11/2020 12:00,PIRPED,IAD,IAD7,IAD11,INF,IAD011INFP13.001,5/29/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-WEST,PDX091ROMP02,10/20/2020 12:00,10/5/2020 12:00,7/6/2020 12:00,9/8/2020 12:00,TRIGGERED,PDX,PDX4,PDX91,ROM,PDX091ROMP02.001,8/10/2020 12:00,8/16/2020,Room Build,10/27/2020,8/17/2020
APJC,ICN054CONP25,11/9/2020 12:00,,,,PENDING_PIRP,ICN,ICN54,ICN54,CON,ICN054CONP25.001,7/31/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD114ROMP09,9/6/2020 12:00,8/28/2020 12:00,2/21/2020 12:00,6/15/2020 12:00,TRIGGERED,IAD,IAD6,IAD114,ROM,IAD114ROMP09.001,8/10/2020 12:00,8/16/2020,Room Build,3/20/2020,8/17/2020
US-EAST,IAD009RWKK01,7/31/2019 12:00,,,,TRIGGERED,IAD,IAD1,IAD9,RWK,IAD009RWKK01.001,8/11/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD013CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD13,CON,IAD013CONP20.001,6/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
EMEA,DUB074INFP05,11/12/2020 12:00,11/12/2020 12:00,,11/12/2020 12:00,PIRPED,DUB,DUB4,DUB74,INF,DUB074INFP05.001,10/2/2020 12:00,8/16/2020,Infill Build,1/5/2021,8/17/2020
EMEA,DUB052INRP35,11/30/2020 12:00,,,,PENDING_PIRP,DUB,DUB8,DUB52,INR,DUB052INRP35.001,11/30/2020 12:00,8/16/2020,End of row infills,,8/17/2020
US-EAST,IAD011RWKO07,9/30/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD11,RWK,IAD011RWKO07.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD001RWKL04,6/25/2020 12:00,,,,TRIGGERED,IAD,IAD1,IAD1,RWK,IAD001RWKL04.001,12/31/2019 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB060INFP11,12/18/2020 12:00,12/18/2020 12:00,,12/18/2020 12:00,PIRPED,DUB,DUB8,DUB60,INF,DUB060INFP11.001,8/30/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,DUB066INFP03,11/20/2020 12:00,11/20/2020 12:00,,10/23/2020 12:00,PIRPED,DUB,DUB2,DUB66,INF,DUB066INFP03.001,1/31/2021 12:00,8/16/2020,Infill Build,1/15/2021,8/17/2020
US-EAST,IAD144CONP01,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD144,CON,IAD144CONP01.001,9/10/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD010CONP08,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD10,CON,IAD010CONP08.001,7/31/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD001RWKO03,9/30/2020 12:00,,,,TRIGGERED,IAD,IAD1,IAD1,RWK,IAD001RWKO03.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD014CONP22,9/4/2020 12:00,9/4/2020 12:00,,9/4/2020 12:00,PIRPED,IAD,IAD7,IAD14,CON,IAD014CONP22.001,2/26/2020 12:00,8/16/2020,Conversion Build,10/30/2020,8/17/2020
MVP,DCA054INFP04,9/24/2020 12:00,9/24/2020 12:00,,9/10/2020 12:00,PIRPED,DCA,DCA54,DCA54,INF,DCA054INFP04.001,8/28/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,FRA082COLP02,11/6/2020 12:00,10/23/2020 12:00,7/24/2020 12:00,9/25/2020 12:00,TRIGGERED,FRA,FRA52,FRA82,COL,FRA082COLP02.001,10/19/2020 12:00,8/16/2020,Colo Room Build,4/7/2021,8/17/2020
US-EAST,IAD150INFP07,10/7/2020 12:00,9/30/2020 12:00,,9/30/2020 12:00,PIRPED,IAD,IAD1,IAD150,INF,IAD150INFP07.001,9/11/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD050RWKP89,5/31/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD50,RWK,IAD050RWKP89.001,5/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD064CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD55,IAD64,CON,IAD064CONP20.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD065INFP05,5/8/2020 12:00,5/8/2020 12:00,,5/8/2020 12:00,PIRPED,IAD,IAD1,IAD65,INF,IAD065INFP05.001,5/29/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-WEST,CMH057ROMP02,10/19/2020 12:00,10/19/2020 12:00,7/20/2020 12:00,9/21/2020 12:00,TRIGGERED,CMH,CMH51,CMH57,ROM,CMH057ROMP02.001,8/10/2020 12:00,8/16/2020,Room Build,12/8/2020,8/17/2020
US-EAST,IAD055RWKH01,7/12/2020 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKH01.001,2/28/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,PDX080ROMP07,9/7/2020 12:00,8/24/2020 12:00,5/25/2020 12:00,7/20/2020 12:00,TRIGGERED,PDX,PDX80,PDX80,ROM,PDX080ROMP07.001,8/10/2020 12:00,8/16/2020,Room Build,11/4/2020,8/17/2020
APJC,ICN056RWKP03,2/28/2020 12:00,,,,PENDING_PIRP,ICN,ICN52,ICN56,RWK,ICN056RWKP03.001,2/21/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD099CONP04,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD99,CON,IAD099CONP04.001,4/20/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,CMH057ROMP01,8/12/2020 12:00,7/13/2020 12:00,3/30/2020 12:00,5/29/2020 12:00,TRIGGERED,CMH,CMH51,CMH57,ROM,CMH057ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,12/25/2020,8/17/2020
US-WEST,PDX002CONP09,11/9/2020 12:00,,,,PIRPED,PDX,PDX2,PDX2,CON,PDX002CONP09.001,12/1/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD014RWKH16,5/15/2019 12:00,,,,TRIGGERED,IAD,IAD7,IAD14,RWK,IAD014RWKH16.001,6/2/2019 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,BAH052ROMP02,12/10/2020 12:00,11/26/2020 12:00,8/27/2020 12:00,10/30/2020 12:00,TRIGGERED,BAH,BAH52,BAH52,ROM,BAH052ROMP02.001,8/10/2020 12:00,8/16/2020,Room Build,7/10/2020,8/17/2020
APJC,SYD052CONP21,11/9/2020 12:00,,,,PENDING_PIRP,SYD,SYD52,SYD52,CON,SYD052CONP21.001,10/31/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,PDX067ROMP03,11/16/2020 12:00,11/2/2020 12:00,8/3/2020 12:00,10/5/2020 12:00,TRIGGERED,PDX,PDX2,PDX67,ROM,PDX067ROMP03.001,9/21/2020 12:00,8/16/2020,Room Build,12/1/2020,8/17/2020
US-EAST,IAD001RWKP07,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD1,IAD1,RWK,IAD001RWKP07.001,8/30/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB058ROMP03,11/6/2020 12:00,10/26/2020 12:00,7/27/2020 12:00,9/25/2020 12:00,TRIGGERED,DUB,DUB8,DUB58,ROM,DUB058ROMP03.001,8/10/2020 12:00,8/16/2020,Room Build,10/9/2020,8/17/2020
US-EAST,IAD146ROMP03,8/28/2020 12:00,8/17/2020 12:00,5/18/2020 12:00,7/20/2020 12:00,TRIGGERED,IAD,IAD12,IAD146,ROM,IAD146ROMP03.001,8/10/2020 12:00,8/16/2020,Room Build,8/22/2020,8/17/2020
US-EAST,IAD063CONP03,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD1,IAD63,CON,IAD063CONP03.001,4/5/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD055RWKG03,11/13/2019 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKG03.001,11/24/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,PDX064INFP02,8/28/2020 12:00,8/28/2020 12:00,,8/28/2020 12:00,PIRPED,PDX,PDX1,PDX64,INF,PDX064INFP02.001,11/1/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,DUB051INFP10,9/11/2020 12:00,9/11/2020 12:00,,8/11/2020 12:00,PIRPED,DUB,DUB4,DUB51,INF,DUB051INFP10.001,7/21/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD011RWKL11,10/15/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD11,RWK,IAD011RWKL11.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB010BRKP08,12/20/2019 12:00,,,,PIRPED,DUB,DUB4,DUB10,BRK,DUB010BRKP08.001,12/20/2019 12:00,8/16/2020,Emergent brick process,,8/17/2020
US-WEST,PDX050RWKM06,2/15/2020 12:00,,,,TRIGGERED,PDX,PDX1,PDX50,RWK,PDX050RWKM06.001,2/9/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,BOM062ROMP01,12/7/2020 12:00,11/9/2020 12:00,7/20/2020 12:00,3/20/2020 12:00,TRIGGERED,BOM,BOM52,BOM62,ROM,BOM062ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,8/26/2020,8/17/2020
US-EAST,IAD010INFP17,11/20/2020 12:00,11/20/2020 12:00,,11/20/2020 12:00,PIRPED,IAD,IAD6,IAD10,INF,IAD010INFP17.001,7/31/2020 12:00,8/16/2020,Infill Build,1/18/2021,8/17/2020
US-EAST,IAD151ROMP03,10/26/2020 12:00,10/12/2020 12:00,7/13/2020 12:00,9/14/2020 12:00,TRIGGERED,IAD,IAD1,IAD151,ROM,IAD151ROMP03.001,8/10/2020 12:00,8/16/2020,Room Build,11/3/2020,8/17/2020
EMEA,DUB052RWKN02,7/16/2020 12:00,,,,TRIGGERED,DUB,DUB8,DUB52,RWK,DUB052RWKN02.001,5/2/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,FRA063COLP06,8/28/2020 12:00,7/17/2020 12:00,4/17/2020 12:00,6/22/2020 12:00,TRIGGERED,FRA,FRA53,FRA63,COL,FRA063COLP06.001,8/10/2020 12:00,8/16/2020,Colo Room Build,9/1/2020,8/17/2020
US-EAST,IAD131ROMP08,11/16/2020 12:00,11/2/2020 12:00,8/3/2020 12:00,9/28/2020 12:00,TRIGGERED,IAD,IAD7,IAD131,ROM,IAD131ROMP08.001,8/10/2020 12:00,8/16/2020,Room Build,10/27/2020,8/17/2020
US-EAST,IAD055RWKM03,11/13/2019 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKM03.001,11/24/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD051CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD51,CON,IAD051CONP20.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
EMEA,BAH054ROMP02,12/10/2020 12:00,11/26/2020 12:00,8/27/2020 12:00,10/30/2020 12:00,TRIGGERED,BAH,BAH54,BAH54,ROM,BAH054ROMP02.001,8/10/2020 12:00,8/16/2020,Room Build,11/8/2020,8/17/2020
US-WEST,PDX062ROMP03,12/25/2020 12:00,12/11/2020 12:00,6/5/2020 12:00,11/13/2020 12:00,TRIGGERED,PDX,PDX1,PDX62,ROM,PDX062ROMP03.001,10/19/2020 12:00,8/16/2020,Room Build,10/20/2020,8/17/2020
US-EAST,IAD055RWKJ08,10/15/2020 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKJ08.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB050INFP36,9/30/2020 12:00,,,,PIRPED,DUB,DUB4,DUB50,INF,DUB050INFP36.001,9/30/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,DUB008BRKP13,1/1/2020 12:00,,,,PENDING_PIRP,DUB,DUB8,DUB8,BRK,DUB008BRKP13.001,1/1/2020 12:00,8/16/2020,Emergent brick process,,8/17/2020
US-EAST,IAD141ROMP03,12/14/2020 12:00,11/30/2020 12:00,8/31/2020 12:00,11/2/2020 12:00,TRIGGERED,IAD,IAD12,IAD141,ROM,IAD141ROMP03.001,8/10/2020 12:00,8/16/2020,Room Build,11/17/2020,8/17/2020
US-EAST,IAD117INFP01,8/30/2020 12:00,8/30/2020 12:00,,8/30/2020 12:00,PIRPED,IAD,IAD6,IAD117,INF,IAD117INFP01.001,7/31/2020 12:00,8/16/2020,Infill Build,1/5/2021,8/17/2020
US-EAST,IAD011CONP21,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD11,CON,IAD011CONP21.001,5/10/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD130CONP02,11/9/2020 12:00,,,,PIRPED,IAD,IAD7,IAD130,CON,IAD130CONP02.001,6/30/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD014RWKM04,6/5/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD14,RWK,IAD014RWKM04.001,3/22/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,BAH054CONP21,7/30/2020 12:00,7/30/2020 12:00,,7/16/2020 12:00,PIRPED,BAH,BAH54,BAH54,CON,BAH054CONP21.001,1/17/2020 12:00,8/16/2020,Conversion Build,5/14/2020,8/17/2020
US-WEST,PDX058INFP04,1/21/2019 12:00,,,,PENDING_PIRP,PDX,PDX4,PDX58,INF,PDX058INFP04.001,1/1/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-WEST,PDX050RWKL04,2/26/2020 12:00,,,,TRIGGERED,PDX,PDX1,PDX50,RWK,PDX050RWKL04.001,12/13/2019 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,SIN053INFP04,8/24/2020 12:00,8/24/2020 12:00,,8/10/2020 12:00,TRIGGERED,SIN,SIN2,SIN53,INF,SIN053INFP04.001,6/26/2020 12:00,8/16/2020,Infill Build,12/30/2020,8/17/2020
